sex,Age,Married,Number_children,,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,,,,,incoming_agricultural,farm_expenses,,lasting_investment,no_lasting_investmen,depressed
1,36,1,4,,6,20651573,17136446,23399979,2175421,14109541,,,,,1601537,93422994,,26088211,36034584,0
1,37,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,57,1,4,,7,83646683,11370913,23399979,26692283,58936562,,,,,40038424,47378802,,20216043,15681717,0
1,61,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,29,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,58,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,45,1,3,,6,17142671,35249829,23399979,19618828,55733486,,,,,26692283,18239726,,56316266,58945456,0
1,31,1,4,,6,42236978,19859059,23399979,70734549,14253679,,,,,48046112,13746526,,67861572,13065872,0
1,23,1,3,,5,20651573,16655984,16015369,40038424,10329914,,,,,50715337,3919317,,1952191,32052986,0
1,36,1,4,,7,39654752,2794682,23399979,47512264,64413818,,,,,42040348,66764073,,73287024,2378616,0
1,35,1,3,,6,40825528,30669434,23399979,2268844,14413833,,,,,80076847,66730708,,7565896,1881806,0
1,21,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,48,1,8,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,35,1,5,,7,76069229,40198578,23399979,50715337,72069163,,,,,85415306,7117942,,51809344,23133311,0
1,19,0,0,,2,33042515,35233814,23399979,26692283,23222287,,,,,73937621,33365354,,69877869,33365354,0
1,73,0,0,,2,3876037,54452259,23399979,20819981,68065324,,,,,13346142,72402821,,4468606,72402821,1
1,36,1,2,,4,24781887,20419597,17616907,46711496,22101212,,,,,30028818,26692283,,23618477,86349535,0
1,40,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,19,1,2,,4,18553818,28106973,25624591,38703811,46124264,,,,,80076847,78742232,,47301404,26412015,0
1,37,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,18,1,3,,4,20651573,66463783,48046108,6406148,3074951,,,,,3203074,53384566,,87115356,888853,0
1,37,1,5,,7,25094307,18577829,23399979,91020679,17456753,,,,,10143067,27137156,,44953366,67175579,0
1,21,1,3,,5,18381764,13324788,23399979,44042268,54452257,,,,,18684598,62281996,,32074905,80966597,1
1,37,0,4,,5,16729337,13693141,48046112,13012488,18779623,,,,,30028818,6005764,,3114317,6627027,0
1,22,0,3,,7,20651573,1992312,96092224,36034582,26265207,,,,,93422991,22399275,,23109354,14571763,1
1,26,1,2,,4,94314049,38148611,23399979,23489211,18337599,,,,,17750368,44153481,,54578735,12302917,0
1,35,1,3,,5,10325787,53411261,32030739,46711493,34192814,,,,,15815178,19585463,,75428271,37566051,0
0,25,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,51,0,2,,3,75386055,11851374,76873775,26692283,22421518,,,,,58723021,48935851,,2067121,10045196,0
1,49,1,0,,3,35524435,38901334,23399979,14680757,25624592,,,,,80076847,44709573,,87990784,55880295,0
1,81,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,25,0,3,,4,34285342,10105698,80076847,29895358,45964111,,,,,30028818,31363432,,44647287,1221172,0
1,34,1,5,,8,28912201,17761046,23399979,13613064,16575909,,,,,53384566,44487137,,22045602,19129469,0
1,27,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,67,1,3,,5,22030728,14381802,23399979,24690361,46444572,,,,,18951521,29139078,,38494528,12523129,1
1,56,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,32,1,4,,6,14628458,27065976,40038425,11210759,11819343,,,,,22955364,44932008,,49541965,51631775,0
1,33,1,8,,10,22925111,16896216,23399979,14814218,17200508,,,,,10837068,16829485,,46627859,25664631,0
1,19,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
0,20,0,0,,2,28912201,15294678,23399979,10676913,18802044,,,,,53384566,31140997,,15614986,84525557,0
1,26,1,4,,6,53010906,44042267,28827665,26692283,52850719,,,,,30028818,66730708,,1066624,57121483,0
1,18,1,3,,4,79516365,17857138,1601537,66730708,80076847,,,,,18284214,10865984,,30373157,2294758,0
1,31,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,32,1,2,,4,24577237,21925041,23399979,28133665,67264557,,,,,46711496,30584911,,48904584,12718761,0
1,22,1,2,,4,28912201,10634206,23399979,17349985,52530415,,,,,20019212,17683637,,10858421,27025936,0
1,40,1,6,,9,34766083,12540034,23399979,42707653,16175524,,,,,36034582,29361513,,16865457,32964969,0
1,46,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,19,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,35,1,7,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,34,1,3,,5,1937988,36138681,86483002,1134422,22501595,,,,,2268844,28471769,,56799792,13596159,0
1,24,1,3,,5,71255737,52049953,6406148,1601537,28443296,,,,,77474351,1726657,,12570799,21478947,0
1,20,1,2,,4,28912201,19666875,23399979,26692283,43721962,,,,,11210759,29895358,,19987183,32564588,0
1,21,1,1,,3,28912201,13452911,23399979,41373043,46092236,,,,,45376883,64506352,,17937215,64506352,1
1,33,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,35,1,3,,5,53010906,16575908,23399979,66730708,33632276,,,,,6406148,2224357,,22998074,66819687,0
1,34,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,5,,7,62030194,28555405,23399979,40705733,24343363,,,,,88084536,11177394,,97119873,34719986,0
1,23,1,2,,4,41303144,79276085,23399979,14680755,24503517,,,,,29895358,23578182,,8901178,35723174,0
1,17,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,56,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,2,,4,26505453,11851374,23399979,20553057,18625875,,,,,66730709,88974273,,14982381,68154297,0
1,41,0,5,,8,74345665,51169107,48046108,15481524,4617231,,,,,21353827,271505,,81825964,73836639,0
1,28,0,3,,4,28912201,63020483,23399979,14680755,24055086,,,,,30028818,31363432,,75832776,20697463,0
1,45,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,26,1,3,,5,37172832,12171681,23399979,98361063,20147335,,,,,10276529,97871703,,16049118,28485115,0
1,26,1,3,,5,12390944,61595111,23399979,10676913,81678391,,,,,40038424,33365354,,65236511,10009606,0
1,29,1,1,,3,28912201,63260712,23399979,25357668,25944899,,,,,86749926,71179426,,70467628,71179426,0
1,41,1,4,,6,16729337,11755282,80076851,26692283,5765533,,,,,3203074,26692283,,28484619,87710846,0
1,58,0,1,,4,16521257,18417676,23399979,18684598,15374755,,,,,30028818,46711496,,20710416,96759529,1
1,22,1,5,,7,23855212,17136446,6406148,69399935,33952583,,,,,11878066,46933932,,45059564,11099541,0
1,22,1,1,,3,28912201,51249184,23399979,18684598,74631624,,,,,10676913,3558971,,54452259,3558971,0
1,58,0,0,,2,14387782,99615601,16015369,26692283,48046112,,,,,53384566,4448714,,26271185,40750217,0
1,29,1,3,,5,53906201,13428888,23399979,422005,11923443,,,,,16135486,24523535,,30174404,41206211,0
1,23,1,3,,5,17142671,11851374,23399979,80076847,23862902,,,,,21353827,77852494,,29154199,50492902,0
1,24,1,0,,3,17514398,21540672,23399979,18684598,97693758,,,,,46711493,78964669,,20845596,78964669,1
0,35,1,7,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,49,0,1,,2,28912201,34272891,23399979,40038424,52530415,,,,,56053796,41150599,,44682883,17334415,0
1,40,0,1,,3,45433456,25784744,23399979,50715337,36995506,,,,,43775349,89864028,,30968704,54115045,0
1,21,1,1,,3,82606287,10810374,23399979,40038424,23942978,,,,,36034582,3002882,,12196976,13679795,0
1,41,1,6,,8,82606287,68545784,11531066,72069163,16816139,,,,,10676913,88974275,,87056252,19627724,0
0,21,0,1,,3,28912201,49087109,23399979,33365355,53811642,,,,,30028818,31363432,,58696332,,0
1,32,1,2,,4,47606387,33712354,22421518,30696127,62139637,,,,,14947679,45821753,,96373187,17138225,0
1,28,1,2,,4,13252727,20691858,23399979,70734549,36034584,,,,,33365355,76317692,,40382764,13237148,0
1,34,1,3,,5,5184104,39718118,23399979,33365355,43561806,,,,,42707653,24467928,,10757452,64506354,0
1,51,1,7,,11,10738818,37796274,48046108,16642637,83440079,,,,,4874011,6492898,,5670293,66056725,0
1,22,1,4,,6,63678284,33792432,48046112,36835351,99823799,,,,,10009606,53718219,,45685562,55286392,0
1,32,1,6,,8,40412497,12011527,64061478,23355746,14253679,,,,,30028818,80076849,,54345868,77674545,0
1,56,1,0,,2,94314049,20419597,23399979,35367274,26713636,,,,,6406148,66730709,,37458301,2162075,0
0,81,0,1,,2,28912201,45643803,23399979,66730708,88084536,,,,,30028818,31363432,,54452255,33365355,0
1,30,1,3,,5,37172832,23222287,16015369,14680755,40999348,,,,,18684598,30251253,,3206449,41141705,1
1,20,1,2,,3,41303144,21028181,23399979,21353827,37395889,,,,,10943837,62571163,,21649413,15359184,0
1,28,1,4,,6,39586432,22341441,23399979,20019212,72069163,,,,,28026898,41039386,,66412177,19251808,1
1,27,1,3,,5,22443761,50688647,23399979,262919,13853295,,,,,56053796,28427281,,84102936,28867704,0
1,24,1,2,,4,91907303,74471474,48046108,80076849,44714912,,,,,22154593,45154443,,17790985,15569386,0
1,39,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,43,1,2,,4,10325787,31790509,23399979,28347204,36675198,,,,,19712252,34666603,,45639676,1689588,0
0,27,1,0,,2,33042515,2445547,23399979,25357668,28026897,,,,,13813256,62526674,,32035825,27806684,0
1,31,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,48,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,6,,8,28912201,17937215,23399979,66730708,1345291,,,,,51249185,72958905,,18577829,39780399,1
1,29,1,5,,7,53694088,61178715,23399979,17349985,60538097,,,,,36034582,70067245,,11679465,20783279,0
1,36,0,2,,3,41303144,65663017,23399979,52049953,96092218,,,,,93422985,6361661,,79402557,19587687,0
1,25,1,4,,6,69396747,53608246,23399979,1601537,16655985,,,,,35233814,44709573,,13513344,132327,1
1,38,1,0,,2,82606287,42440731,23399979,26692283,62459941,,,,,26692283,2224357,,57908276,82301211,0
1,34,1,6,,10,28157883,32351047,1601537,84748001,34465076,,,,,20019212,36368234,,67876001,36948792,0
1,27,1,3,,5,6712542,27962836,96092216,33365355,62780251,,,,,18684598,21042416,,42458847,44041824,0
1,19,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,61,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,28,1,9,,12,16521257,21620749,23399979,3122997,13132604,,,,,33365355,67842889,,23753336,35878878,0
1,47,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,4,,7,28912201,23702748,23399979,8505496,21652781,,,,,33365355,56165013,,3507366,71513076,0
1,20,1,2,,4,30635769,82479156,72069163,59924173,33087753,,,,,30028818,31363432,,11359538,75272236,0
1,28,1,4,,6,28912201,14654063,23399979,13346142,10089684,,,,,46711493,57610846,,16175523,57610846,0
1,25,1,2,,4,28912201,13565018,23399979,12812296,15935293,,,,,40038425,50048029,,14125555,14347103,0
1,26,1,2,,4,28912201,10490067,23399979,2936151,59417023,,,,,30028818,31363432,,11130682,24023054,0
1,30,1,5,,7,28912201,11418959,23399979,30696124,16976292,,,,,30028818,14013449,,1165919,42107075,1
1,29,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,27,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,40,1,1,,3,36350497,26265207,3203074,93422991,32014725,,,,,94624138,22899756,,70463232,30156717,1
1,37,1,6,,9,76069229,11162713,19218445,40038425,28587435,,,,,42707653,71624285,,21171942,40407669,0
0,35,0,0,,1,28912201,72069168,11210759,40038425,10249837,,,,,5765533,1227845,,78475319,15107832,0
0,30,0,1,,2,22375139,13773218,23399979,80076849,27226129,,,,,30028818,31363432,,16010732,22421517,0
0,36,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,58,0,0,,2,19929549,14461879,23399979,56053796,39718117,,,,,37369196,31140998,,35000012,10294324,0
1,45,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,39,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,34,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,46,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,29,1,3,,5,28912201,55973718,23399979,37903042,72389473,,,,,30028818,31363432,,64782172,,0
1,35,1,5,,7,73662476,19490706,3203074,52049952,19186413,,,,,51249185,42707652,,27449524,45109959,0
1,40,1,2,,5,36522855,172966,80076847,61392248,83279924,,,,,77407622,64506352,,55420996,93067093,0
1,20,1,2,,4,54732263,24087117,23399979,58723027,19474689,,,,,15748446,57722063,,7968421,127122,1
1,28,0,4,,5,75386055,12748235,23399979,18684598,18898136,,,,,34166121,20197163,,23618036,10171539,0
1,48,1,3,,7,13906433,49423431,48046112,17883829,69827011,,,,,10676913,19574342,,69976245,28169258,0
1,21,1,2,,4,57824402,19138367,72069163,26692283,13709157,,,,,11677875,16404634,,32608185,33751278,0
1,25,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,28,1,2,,4,41303146,46476605,24023054,34699969,49167187,,,,,30028818,31363432,,59575525,24023054,0
1,35,0,2,,3,6608503,10153745,80076847,66730708,42280579,,,,,24690361,18907033,,1730677,13315001,0
1,52,1,1,,4,10602181,64061478,23399979,26692283,22421517,,,,,30028818,31363432,,1796925,57014718,0
1,28,1,2,,4,61954716,37203704,23399979,10009606,46764881,,,,,32084126,13630859,,37823252,12567171,0
1,32,1,6,,8,41303144,24823824,23399979,11611143,3074951,,,,,35233815,25847027,,32283618,33601135,0
1,32,1,0,,2,37172832,22421518,23399979,19351906,18898136,,,,,84080696,80076849,,59594353,80076849,0
1,20,1,3,,6,72460321,25544514,23399979,36701891,12491988,,,,,13346142,16860625,,98965753,1632678,0
1,61,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,49,1,6,,9,82606287,67264557,23399979,69399939,31710432,,,,,18684598,42262781,,75525185,70956988,0
1,35,1,5,,8,10498143,21941057,23399979,15081141,99695679,,,,,6406148,10765887,,33880585,18373188,0
0,66,0,0,,1,2833024,28026898,23399979,14894294,51249184,,,,,57254949,41072755,,68144452,20122644,0
1,63,1,3,,6,54972632,17456754,23399979,24023056,10730298,,,,,53384566,97871709,,77233997,73448265,0
1,31,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,37,0,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,27,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,20,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,1,3,,5,45433456,2054772,3203074,18684598,17616907,,,,,6406148,11344221,,30264032,83413391,1
1,28,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,49,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,23,1,1,,3,20206248,7527224,23399979,13679795,94170372,,,,,10676913,88974275,,27733472,67620454,1
1,21,1,3,,6,34766083,33392047,23399979,10676913,17136446,,,,,80076847,66730708,,38390115,3411274,0
1,87,0,0,,1,69532166,34433044,23399979,53384566,51249185,,,,,53384566,44487137,,11117213,44487137,1
0,45,0,0,,1,28912201,11531066,23399979,10009606,72069163,,,,,13346142,17794856,,16335677,20063698,0
1,24,0,3,,5,37172832,22037149,3203074,12678834,19538752,,,,,93422985,40705733,,25850525,75405703,0
1,35,0,5,,6,28912201,10890452,25624592,10676913,9849453,,,,,80076849,66730708,,12091605,11637835,0
1,19,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,2,,4,28912201,69666862,23399979,14680755,11370913,,,,,10276529,66816344,,69666862,16290857,1
1,46,0,0,,1,388964,61659176,23399979,58189178,16335678,,,,,71535316,74115577,,11096556,28231541,0
1,38,0,4,,6,41303144,16495831,23399979,26692283,60858407,,,,,42707653,35589712,,23234933,10138618,1
1,30,1,4,,6,82606287,36819336,43241501,53384566,16015369,,,,,65396094,40038425,,44115607,73937626,0
1,28,1,2,,4,15662598,13773218,23399979,73403776,81678391,,,,,20553058,75116527,,35841962,17834227,0
1,22,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,4,,6,19965268,16912231,23399979,26692283,85041618,,,,,80076847,12678834,,45173462,60724945,0
1,48,1,3,,5,12390944,27706589,23399979,21353826,54452259,,,,,53384566,4448714,,32949524,97871695,0
0,54,0,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,2,,4,41303144,18417676,23399979,28694205,28603451,,,,,30028818,31363432,,18830707,33365354,1
1,22,1,4,,6,82606287,18385645,23399979,57388411,68385628,,,,,48046109,10409991,,20332784,1438714,1
1,34,1,2,,4,5927561,24343362,32030739,25357668,56053796,,,,,20019213,10276529,,84740051,49340683,0
1,20,1,3,,5,33042515,10570144,3203074,53384566,41639961,,,,,42707653,95647341,,14354857,49603157,0
1,24,1,5,,7,12390944,59096716,43241501,13346142,49647648,,,,,1601537,68065321,,70105188,63941368,1
1,23,1,2,,4,16797653,25944901,23399979,53384566,25384361,,,,,30389163,65807593,,49949469,25799203,0
1,19,1,1,,3,2581633,21780904,23399979,20019212,42921192,,,,,26692283,35589713,,48558154,83635817,0
1,35,0,7,,8,28912201,16095447,23399979,80076849,16495831,,,,,92088377,66730708,,20819981,27359591,0
1,21,1,3,,5,11600601,24103131,48046112,60057635,736707,,,,,3203074,25090747,,42029803,15401447,0
1,40,1,2,,7,18553818,249039,28827667,10543451,53811642,,,,,42707653,26247411,,48102176,33080637,0
1,24,1,2,,4,65401855,18225491,40038425,14413833,47085186,,,,,69399939,39148681,,24861769,52441437,0
1,61,1,4,,6,12390944,30269049,23399979,52049952,16415754,,,,,40038424,13306103,,437599,32257622,0
0,45,0,0,,1,41303144,13052527,1601537,34166121,12780265,,,,,69933782,24245491,,20192014,98450031,0
1,22,1,1,,3,82606287,14814217,23399979,56053796,75272241,,,,,12812296,48935851,,2172612,5053739,0
1,31,0,3,,4,28912201,25464438,11210759,21754211,5123317,,,,,10276529,8563774,,28675964,6759343,0
0,56,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,19,1,1,,3,28912201,28459314,44843037,41373043,7094809,,,,,49647646,11477681,,34897491,45990807,0
0,41,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,37,1,5,,8,28912201,18177444,23399979,21086905,25640608,,,,,42707653,29984334,,18898135,67887378,0
1,18,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,21,1,0,,2,41303144,13292757,23399979,22688441,16976292,,,,,53384566,60502511,,13705788,14057937,0
0,42,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,34,1,3,,5,11428244,81678391,23399979,42440729,15214602,,,,,54719181,34699969,,20877313,60324564,1
1,22,1,1,,3,28912201,17216522,23399979,69399939,70467629,,,,,26692283,21175876,,17216522,21175876,0
1,24,1,3,,5,30635769,2642536,64061478,26692283,54452259,,,,,30028818,80076847,,3349278,7206916,1
1,28,1,2,,4,16521257,26905823,23399979,64862247,16495831,,,,,39237657,14480563,,38007016,14480563,0
1,60,0,0,,4,82606287,18417675,23399979,26692283,13773218,,,,,33365355,27804461,,26678303,27804461,0
1,19,1,1,,3,28912201,19218443,23399979,20019212,49727722,,,,,30028818,40038424,,23230739,44843035,0
1,43,1,5,,7,19676268,36515042,13613065,1601537,43241501,,,,,24289978,18907033,,24000417,4319701,1
1,23,1,4,,6,12254308,18321584,23399979,1245195,40198578,,,,,38370156,10815935,,362133,1267939,0
0,22,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,44,1,8,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,33,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,18,1,2,,3,28912201,14894295,23399979,76073008,20499674,,,,,30028818,31363432,,18577829,,0
1,20,1,2,,4,53694088,15294678,3203074,12011528,39237656,,,,,69666858,1601537,,24988235,73670702,0
1,65,0,1,,2,12390944,52850719,23399979,58723027,59256868,,,,,10676913,88974275,,65241661,26514335,0
1,28,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,24,1,4,,6,22375139,35506076,23399979,20686522,61931435,,,,,93422991,46822715,,45671198,84191914,0
1,35,0,2,,4,21858374,24295316,23399979,93422985,49375385,,,,,93689919,18150753,,54353564,56988022,0
1,26,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,35,1,7,,9,41303146,5925687,23399979,14013449,10249837,,,,,45910726,64951217,,14059843,3732471,1
1,24,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,28,1,1,,3,24781887,84881462,23399979,93422991,13693141,,,,,30028818,31363432,,10966335,90753764,0
1,26,1,8,,10,34285342,18017291,1601537,73136854,40198578,,,,,27626514,11377585,,5822832,17270241,0
1,55,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,52,0,4,,6,52667108,33632278,16015369,3203074,13661111,,,,,53384566,11922553,,94307068,19743391,1
1,17,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,17,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,25,1,3,,5,11496563,27033945,23399979,83413382,4956757,,,,,42707653,28516257,,39331274,17906075,0
1,47,1,1,,3,37589594,15871231,23399979,36835351,36643166,,,,,524837,16290634,,54341669,22536629,0
1,28,0,2,,3,28912201,62459942,6406148,60057635,33792431,,,,,40038424,10676913,,62459942,10143067,0
1,18,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,28,1,3,,5,28912201,22261365,23399979,20019212,12812296,,,,,13346142,36479452,,29067896,1352409,0
0,22,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
0,24,0,0,,1,28912201,41639961,23399979,10676913,30429204,,,,,48046112,15881908,,47245342,15881908,0
1,30,1,3,,5,16521257,74471474,23399979,26692283,11531066,,,,,25624592,41373041,,93395035,16148832,0
1,43,0,3,,4,17555701,14173602,16015369,26692283,30108896,,,,,21353827,55164056,,33651147,31594767,0
1,25,1,1,,4,69532166,2033952,6406148,11063951,69778969,,,,,30696127,21798699,,27773199,7589061,0
1,24,1,2,,4,84060925,33872507,32030739,26692283,13773218,,,,,21353827,65173659,,12337865,58300392,0
1,19,1,0,,2,28912201,17456754,1601537,43775347,11130682,,,,,30028818,31363432,,17937215,1601537,0
1,28,1,2,,4,28912201,13452911,23399979,15348064,83279924,,,,,25624592,10143068,,1425368,22154596,0
1,30,1,3,,5,29878326,23702748,23399979,76740313,70067245,,,,,33365355,21465046,,54221692,70311923,0
1,50,1,2,,5,34421674,26825745,96092224,62726865,3331197,,,,,18417675,12945757,,67653564,44709576,1
1,26,1,2,,3,54491589,80877617,23399979,1601537,31229971,,,,,24023056,70067245,,62739508,70067245,0
1,71,1,3,,7,13425084,66944244,23399979,13025835,65663018,,,,,64728785,81967551,,20567938,36223652,0
1,32,1,2,,4,5714122,15534909,23399979,93422991,16495831,,,,,49380727,37814072,,22209953,17461201,0
1,25,0,1,,2,28912201,48846878,23399979,26692283,19618828,,,,,30028818,31363432,,54452259,,0
1,25,1,4,,6,75386055,2314221,16015369,2936151,58616253,,,,,2012598,43019066,,3644635,30059959,0
1,37,1,6,,8,20651573,1473414,23399979,75405703,73510551,,,,,50715337,58945456,,17439912,909762,0
1,27,1,3,,5,82606287,19138367,23399979,30802896,60858407,,,,,30028818,31363432,,1996443,20747913,0
1,34,0,5,,6,16521257,14093526,23399979,27759975,15214602,,,,,3203074,10943837,,20069801,54986105,0
1,66,1,0,,3,24095888,11290836,23399979,10543453,5365149,,,,,28026898,23355748,,39630795,66397057,0
1,31,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,20,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,47,1,4,,7,80199539,15534909,23399979,22421517,20499674,,,,,25624592,52049953,,25476707,67398014,0
1,27,1,5,,7,10151259,13532988,23399979,12011527,16736061,,,,,48046112,40038425,,1187291,68065319,0
1,30,1,0,,2,28912201,10426006,23399979,68065324,736707,,,,,40038424,31140998,,10602174,23133311,0
1,53,0,2,,3,13148688,26024976,24023054,80076847,23286348,,,,,42707653,74960828,,39253741,5664859,0
1,32,1,5,,7,86736603,25784744,80076851,15334717,52370258,,,,,13346142,1646024,,36540402,12962218,1
1,23,1,2,,4,28912201,14413833,23399979,66730708,17376677,,,,,13346142,25135233,,14413833,25135233,0
0,38,0,1,,2,28912201,17616907,23399979,73804164,1601537,,,,,22955363,19129469,,17616907,35278301,0
1,61,1,3,,5,65851208,54996783,40038424,1601537,10970529,,,,,16816138,10743644,,12795881,71868973,0
1,43,1,3,,5,16521257,62459942,23399979,12011528,10249837,,,,,33365354,16126588,,88590424,17628028,0
1,24,1,3,,5,41303144,78475311,23399979,53918409,69666858,,,,,74738393,20708764,,92214844,20708764,0
